5kJYTUtFUJT24dWNs6eW8w,verdicchio,JR95uaM82xBUIZ-kQ785iA,0,2012-05-24,tip
5kJYTUtFUJT24dWNs6eW8w,hidee ho!,JR95uaM82xBUIZ-kQ785iA,0,2012-06-13,tip
mlFupG8LJFaL4rvSTvCyyw,"Hung out here while waiting to be seated at pizzaria bianco, good wine and beer selection, small starters as well",JR95uaM82xBUIZ-kQ785iA,0,2012-07-14,tip
8tQtnvhvYIXcAen9LulAJA,Great place to hang out before dinner.,JR95uaM82xBUIZ-kQ785iA,0,2012-07-14,tip
5kJYTUtFUJT24dWNs6eW8w,I'm the Duche!,JR95uaM82xBUIZ-kQ785iA,0,2012-07-25,tip
JwaxWcEG0R_uHAxmbjyIiw,This is the place. Nice staff and great selection for the before or after a night out on the town. To meet or to hang out. A true gem of Phoenix.,JR95uaM82xBUIZ-kQ785iA,0,2012-08-03,tip
moMZjSEeyOrDAFt-yh3aRg,Great place to have a drink while you're waiting for your table at Pizzeria Bianco,JR95uaM82xBUIZ-kQ785iA,0,2012-10-16,tip
cYsC50_7AQj-kObQDIGocg,Bianco Bianca bianchi bianchi,JR95uaM82xBUIZ-kQ785iA,0,2012-12-05,tip
Y8qbeE1E6chGtorUpQGZ3Q,Friendly staff.,JR95uaM82xBUIZ-kQ785iA,0,2013-02-02,tip
inkv3_Ja07wnzXvrc_-4eQ,Waiting room for pizzeria bianco,JR95uaM82xBUIZ-kQ785iA,0,2013-02-08,tip
5kJYTUtFUJT24dWNs6eW8w,hop knot FTW,JR95uaM82xBUIZ-kQ785iA,0,2013-02-11,tip
5kJYTUtFUJT24dWNs6eW8w,hopknot ftw,JR95uaM82xBUIZ-kQ785iA,0,2013-05-09,tip
tXhlRAnR3_GoWvewfQni4Q,Liars... They aren't open it's 8:48pm on a Wednesday and they aren't open. ...wtf,JR95uaM82xBUIZ-kQ785iA,0,2013-07-03,tip
1R-XppdHQ0TtGq6E8oQVZA,"Get the Thunder Cream Ale, soo good!",JR95uaM82xBUIZ-kQ785iA,0,2010-05-22,tip
3ZWV5fivqiTmzrKsiyGiVg,Chicken placa pita - you won't regret it,odhXwWaYZvD_icIN6f_DbA,0,2010-04-07,tip
d-McwvkDQZqkGSi5t3uavA,Great gyros!,odhXwWaYZvD_icIN6f_DbA,0,2010-09-02,tip
zing3W2AVxcHwmBHid-Fcg,No fountain soda but pop cans are 75 cents.,odhXwWaYZvD_icIN6f_DbA,0,2010-09-30,tip
BncUtrl2bphVTu12y5fTlQ,DAMN this is a good gyro!,odhXwWaYZvD_icIN6f_DbA,0,2011-03-12,tip
DghMl81bONCh5ELnrgn4Fw,Get your pita fix here!,odhXwWaYZvD_icIN6f_DbA,0,2011-05-21,tip
7C-jyTrOX-iJ-MrSJuh-8A,"Parking is in back, follow signs.",odhXwWaYZvD_icIN6f_DbA,0,2011-07-15,tip
D7WHoCGMd0adl5118eXuPg,Great Greek salad,odhXwWaYZvD_icIN6f_DbA,0,2011-09-07,tip
fE5ojHhyXuRxKUJIewD6YA,One of Phoenixs best restaurants!!,odhXwWaYZvD_icIN6f_DbA,0,2011-09-16,tip
D7WHoCGMd0adl5118eXuPg,Great lunch. We asked for done basil and they walked outside and picked it from their garden!,odhXwWaYZvD_icIN6f_DbA,0,2011-11-02,tip
Rx2RD3sfwsbWJcydrm2bAg,Soda Fountain still busted.,odhXwWaYZvD_icIN6f_DbA,0,2012-03-29,tip
ntCd3KV8YUQMhwGfVRssrg,Tasty & inexpensive French toast special ~ fast friendly service too,odhXwWaYZvD_icIN6f_DbA,0,2012-07-21,tip
1rwtkywcms6ej0Wmcxm1Nw,A gem if your in downtown,odhXwWaYZvD_icIN6f_DbA,1,2012-08-24,tip
1rwtkywcms6ej0Wmcxm1Nw,Always have a gyro picado with feta and tzikki sauce. The best lunch in downtown Phoenix,odhXwWaYZvD_icIN6f_DbA,0,2012-09-04,tip
1rwtkywcms6ej0Wmcxm1Nw,Love this gem. Great food accompanied with friendly service plus fast service. Sign me up. Have and will be returning to Athenian Express for as long as it has its doors open to me.,odhXwWaYZvD_icIN6f_DbA,0,2013-05-09,tip
zX0NxtOwiTr0jZYtK7PFAQ,Wow.. awesome food.. I had the pasta salad and even though it was not aomething I would normally order it was delicious!,odhXwWaYZvD_icIN6f_DbA,0,2013-06-15,tip
O-sLLSGb1iH4zjP6ukScTQ,"Gyros,chicken souvlaki,salads are all great! Stacy & George are good people!",odhXwWaYZvD_icIN6f_DbA,0,2013-06-26,tip
llkm_iXQszkN5DZvmqjNqA,Next time you are in and Stacy is taking orders ask for Raegen's crazy salad. You can't beat it!!!,odhXwWaYZvD_icIN6f_DbA,0,2013-08-04,tip
zSxUgRwNLeC2ZrcreIoxGQ,Love the salads!,odhXwWaYZvD_icIN6f_DbA,0,2014-08-12,tip
EiImjebAsfVpjMs6J0iROA,The restaurant ain't coming back. Space is for lease. RIP AE.,odhXwWaYZvD_icIN6f_DbA,0,2015-04-25,tip
zRsbE6E4nDwOtGWgwqqWXw,"Bodyworld.. Yay, time to stimulate the brain..",MwmXm48K2g2oTRe7XmssFw,0,2011-01-30,tip
4ozupHULqGyO42s3zNUzOQ,Planning Yelp's Ultimate Science Fair! Rsvp on the events page. Who's in?!,MwmXm48K2g2oTRe7XmssFw,0,2011-02-04,tip
cc32R3hFVXp4H9hl6oRdKg,Fun things to do in AZ? Yes!,MwmXm48K2g2oTRe7XmssFw,0,2011-02-12,tip
bIVnclr28abP6XP79jWFlg,They have a line just for those that purchased Groupons. It moves 3x slower than the general line. From door to body worlds about 2 hours.,MwmXm48K2g2oTRe7XmssFw,0,2011-02-26,tip
gtiyv2daR6S5WitUEPbITA,"There's a Tea festival outside today, but if you tell the parking attendant you're going to the ASC, parking is $5 instead of $12.",MwmXm48K2g2oTRe7XmssFw,0,2011-02-26,tip
0h2Tax0FQmOcLvP-7QxJTw,Body worlds is a fascinating exhibit!,MwmXm48K2g2oTRe7XmssFw,0,2011-02-28,tip
kRH3HttbiNoD-BgomNVVtA,BodyWorlds!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-02,tip
2_tOvm9THqfuxiXSxbE7Zw,Yelp event!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
Tf9YXkJLGPbL9dQx3p7FHg,Drink me,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
7tA04v45dzG8tADZGLrCzA,She blinded me with science!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
hq0WUfau1Mh3GyHn8oVdNQ,Getting my Yelp on!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
K2TQ1HBU51Y8i6MCDI7gLQ,I'm here!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
fPHLPrymsyb6WSFFKoMrTQ,Yelp events rock!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
DOJM58OkGSsIdk2qCUZnLQ,I like science.,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
0WkrfBBIJpSpPeIOfk6YDA,Yelp's ultimate science fair! Free drinks and food....yess,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
Tg2wlTkDIIr-0upl6-xBbQ,So exited for Body Worlds!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
tdNV2Wb0LrFpm1Yfov_Klw,Fun for kids of all ages,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
ky9pQ8AKufvZ63IxR41jGg,Yelp party,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
PVbcpvrSKv2GTBK9QiQgiA,"Yeah, Yelp Event!!!!!! Its MAD SCIENCE",MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
V0iZ6gMTHQDYxypIhR2PTg,Yelp Science Fair tonight! YAY!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
M7B2A90idij3HDfCvfEBWw,Yelp event with Halim and Armando.,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
w4dgIzMwwZvKsHaC47Ox3A,FreeBee Time!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
hIW4pDjeNsy_AvlAQpJBkA,Entrance to event somewhat confusing,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
zBkv5EqgkrgT_f3oL1B4yg,What's up with the line confusion?,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
kq5Pdsy8Znyh9KEkxWT_QA,Yelp Event!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
7HAVuFXK07eDVcmvE-fbVg,Yelp Event!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
Y_ZITL9cYCKgBgDCwUQrow,Free food and drinks!!!!!!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
LQwIAdNMDmDEtUg81VwlxA,Hi My Name Is........,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
qLCpuCWCyPb4G2vN-WZz-Q,Here for a Yelp event! Amazing! Science is fun!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
ZC49A1K-if7KP8VJXoqELQ,Fab party! Best ever.,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
mEgD2AGWGKD_gs-Jf3Ypew,This party is sweet!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
8p4at4zdzCpueAmSBaorZA,Awesome event,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
avTf2XsWIqFae6HQ2LVPaA,Go to the second floor and pull your weight! Awesome!!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
wx0tEyolozKNBimMkN0ixA,Yelp event was great - but couldn't check-in earlier because no signal inside Science Center  - haha!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-03,tip
WQX1Hio90vjGkASKM0v5kA,Groupon deal at the science center end on wed. Bogo,MwmXm48K2g2oTRe7XmssFw,0,2011-03-06,tip
sWKmS2_rUhtrBAlvHYJUQg,Gunther von Hagens' Body worlds exhibit,MwmXm48K2g2oTRe7XmssFw,0,2011-03-06,tip
pAeYPIapHTaAgdXFso4_6Q,Go see body worlds,MwmXm48K2g2oTRe7XmssFw,0,2011-03-06,tip
uNtNvaXxR5z5UO7frcThNg,BodyWorlds and the Braaaaaaiiinnn,MwmXm48K2g2oTRe7XmssFw,0,2011-03-08,tip
EAikdb0DiMxfEXXOS9JjVg,Bodies Exhibit! See it!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-09,tip
rg5pRVVh-mtBjNqKB1N2Tg,Going to Body worlds,MwmXm48K2g2oTRe7XmssFw,0,2011-03-18,tip
SofHTp4h4bxKxcI6DF3Kbg,Body Worlds!,MwmXm48K2g2oTRe7XmssFw,0,2011-03-19,tip
xrnAYMBODPFoYc7FFAbVQw,Membetship is worth every penny!!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-04-28,tip
xrnAYMBODPFoYc7FFAbVQw,Membership is worth every penny!!!!,MwmXm48K2g2oTRe7XmssFw,0,2011-04-28,tip
wao4A9QFsxacwg3M0prbNw,Bodyworks is great,MwmXm48K2g2oTRe7XmssFw,0,2011-05-14,tip
kq5Pdsy8Znyh9KEkxWT_QA,Body Worlds Exhibit,MwmXm48K2g2oTRe7XmssFw,0,2011-05-14,tip
AYGHNy8gPxl2Q-etTT3hZw,Bodyworlds. Can someone explain why you'd bring little kids who cry the whole time?,MwmXm48K2g2oTRe7XmssFw,0,2011-05-23,tip
kjvc8j5auBNBYR1aswktJg,Parking is terrible. Take light rail. Great exhibits.,MwmXm48K2g2oTRe7XmssFw,0,2011-05-27,tip
hDANOMKLeEqwzytjxAuZWg,"Body Worlds and The Brain Exhibit...very interesting, though not for the weak of stomach.",MwmXm48K2g2oTRe7XmssFw,0,2011-05-27,tip
Uqkha8hDld5Y6f0VK3aWWA,Get your parking ticket validated before you leave!  We only had to pay $5,MwmXm48K2g2oTRe7XmssFw,0,2011-05-30,tip
PrxsXR_5YB7dlOGpaZq1jQ,:) first friday means it's free!,MwmXm48K2g2oTRe7XmssFw,0,2011-06-03,tip
mZ0TyyeMTXnbPPPJgVctuw,Bring your parking ticket inside and the staff will happily validate it for you.,MwmXm48K2g2oTRe7XmssFw,0,2011-06-20,tip
7cR92zkDv4W3kqzii6axvg,Amateur Radio Field Day at Harkins Ham Shack,MwmXm48K2g2oTRe7XmssFw,0,2011-06-25,tip
YNN-14ILxDO_wyXziha12g,A great place to visit on a very hot day!,MwmXm48K2g2oTRe7XmssFw,0,2011-07-02,tip
s7DNZCdyZFUza-KcbSRqWA,I love it here!,MwmXm48K2g2oTRe7XmssFw,0,2011-08-12,tip
s7DNZCdyZFUza-KcbSRqWA,"Love it here at the science center.  Seeing ""amazing caves"" today.",MwmXm48K2g2oTRe7XmssFw,0,2011-08-20,tip
uvxM4Q5d8yKGf8VH37wr1Q,Military $2 off,MwmXm48K2g2oTRe7XmssFw,0,2011-09-11,tip
agEeeaIuMWGDw6Ks43VpZg,So much fun with the kids,MwmXm48K2g2oTRe7XmssFw,0,2011-09-11,tip
a2WohqQ2ZclXkbwMyytXbw,A day at the Science center with Ava.,MwmXm48K2g2oTRe7XmssFw,0,2011-09-17,tip
s7DNZCdyZFUza-KcbSRqWA,Seeing the Dolphins movie today.,MwmXm48K2g2oTRe7XmssFw,0,2011-10-09,tip
Y4Ix-FgsKRMu9xyOly9dXg,The cost of a membership is worth it. The museum is worth going to over and over and membership to over 250 museums is included.,MwmXm48K2g2oTRe7XmssFw,0,2011-10-11,tip
Y4Ix-FgsKRMu9xyOly9dXg,We purchased a membership and saved $20 with our AAA. What a deal.,MwmXm48K2g2oTRe7XmssFw,0,2011-10-11,tip
2FtCOwNwd6UsBgScSc1_Ug,Pirate Exhibit! Need I say more?,MwmXm48K2g2oTRe7XmssFw,0,2011-10-15,tip
s7DNZCdyZFUza-KcbSRqWA,Today: Hubble in 3D,MwmXm48K2g2oTRe7XmssFw,0,2011-11-13,tip
EP3cGJvYiuOwumerwADplg,Pirate exhibit is the best ever!,MwmXm48K2g2oTRe7XmssFw,0,2011-11-19,tip
s7DNZCdyZFUza-KcbSRqWA,Saturn!,MwmXm48K2g2oTRe7XmssFw,0,2011-12-10,tip
rw-Bpjrx9mcni1llZDhVtA,This place is super cool!,MwmXm48K2g2oTRe7XmssFw,0,2011-12-27,tip
gV5aQrGLxaJGxZj4BWXV3Q,Aargh! pirates!,MwmXm48K2g2oTRe7XmssFw,0,2011-12-27,tip
pHCojpLeQ8d2wXKprB4T3Q,Pirate exhibit is big fun for all ages.,MwmXm48K2g2oTRe7XmssFw,0,2012-01-01,tip
ru8p3RTlk8f9LB_3zLXURQ,Good for kids 5 and above. Here for the pirate ship exhibit!,MwmXm48K2g2oTRe7XmssFw,0,2012-01-03,tip
GG30x5Q2nGP_X2qMAgcwFQ,This is one of our families favorite places in downtown Phoenix.,MwmXm48K2g2oTRe7XmssFw,0,2012-01-05,tip
9ellV9VrEOPA3vX2pZptSA,Pirate exhibit? In Phx? Awesome!!!,MwmXm48K2g2oTRe7XmssFw,0,2012-01-07,tip
0o0VMEJeQY0pAAZ9nxErBA,Pirates!!,MwmXm48K2g2oTRe7XmssFw,0,2012-01-07,tip
ECtwWOp6UXNom5at7dCuhg,Pirates!!,MwmXm48K2g2oTRe7XmssFw,0,2012-01-08,tip
yRg4mlKsA1MxTs7b_AXslA,Pirates w Canyon,MwmXm48K2g2oTRe7XmssFw,0,2012-01-08,tip
s7DNZCdyZFUza-KcbSRqWA,Member appreciation day! Gonna see Ice Worlds and Cosmic Coasters in the planetarium. And get a members lunch. Woo hoo!,MwmXm48K2g2oTRe7XmssFw,0,2012-01-21,tip
FT2OHcuiKs1B3xTFFK2ghw,Science!,MwmXm48K2g2oTRe7XmssFw,0,2012-02-03,tip
hNk9YQNC9vJpEs5swUlbeQ,Starry starry nights when Van Gogh come alive !,MwmXm48K2g2oTRe7XmssFw,0,2012-02-18,tip
y9IKf7VckFc-fesWuDwgxg,Van Gogh exhibition. Awesome,MwmXm48K2g2oTRe7XmssFw,0,2012-02-26,tip
bjpvL1416JswWkZGGI2iTw,"Open DAILY 10-5, not just Mon and Tu",MwmXm48K2g2oTRe7XmssFw,0,2012-03-04,tip
s7DNZCdyZFUza-KcbSRqWA,"Feeding my soul with van Gogh Alive. Perfect blend of art, music, prose, technology. Love it.",MwmXm48K2g2oTRe7XmssFw,0,2012-03-10,tip
xx9yK0yj6pxUwkqnLNygRg,Hella bomb-ass food!!!,MwmXm48K2g2oTRe7XmssFw,0,2012-03-21,tip
s7DNZCdyZFUza-KcbSRqWA,"I love it here! Coral Reef on Imax, and The Earth as the Size of a Baseball in the planetarium. Food for my soul.",MwmXm48K2g2oTRe7XmssFw,0,2012-03-24,tip
rpa5wYCeXO2kvQ92KH_HvA,Interactive van gogh + yoga!!! Awesome!!!!,MwmXm48K2g2oTRe7XmssFw,0,2012-03-29,tip
w4dgIzMwwZvKsHaC47Ox3A,Power went out at work. Hopefully the power doesn't go off here also...,MwmXm48K2g2oTRe7XmssFw,0,2012-04-02,tip
mZoajxG_bTa7StDSxCFp4A,Van Gogh.,MwmXm48K2g2oTRe7XmssFw,0,2012-04-02,tip
VPXgY9lGJF3XC4ZpusxNuA,Adults night for First Friday!,MwmXm48K2g2oTRe7XmssFw,0,2012-04-06,tip
BhNWPpjgv8wdp-d4DcG58A,Come learn about science on First Fridays free for adults! From 5:30-9 and cheap drinks!,MwmXm48K2g2oTRe7XmssFw,0,2012-04-06,tip
lnP7h3slD1eM84GWuPys6w,"If ur looking 4 a fun & FREE & out of the ordinary place to have a date night, do come here the 1st Fri. of every month. Oh, & there's beer.",MwmXm48K2g2oTRe7XmssFw,0,2012-04-06,tip
36EGeUpdSLBmfFd4zpjXGQ,With the kiddos,MwmXm48K2g2oTRe7XmssFw,0,2012-04-07,tip
DrJnC62-eMRnFai6immsbQ,Love this place!,MwmXm48K2g2oTRe7XmssFw,0,2012-04-09,tip
No_5ggN8OZkTEgvgaU_qAQ,Van Gough exhibit $8 for members,MwmXm48K2g2oTRe7XmssFw,0,2012-04-11,tip
3unUmylHLhFNBxG0QTWwPA,It's Yelps Pleydate!,MwmXm48K2g2oTRe7XmssFw,0,2012-04-26,tip
ozOjQSRGEmJ-QPmSC3q6yw,Letting the lil bambinos explore.,MwmXm48K2g2oTRe7XmssFw,0,2012-04-28,tip
ozOjQSRGEmJ-QPmSC3q6yw,Utilizing our family membership.,MwmXm48K2g2oTRe7XmssFw,0,2012-05-05,tip
fczQCSmaWF78toLEmb0Zsw,Van gogh alive exhibit!,MwmXm48K2g2oTRe7XmssFw,0,2012-05-28,tip
2FtCOwNwd6UsBgScSc1_Ug,Adults Night Out at Science Center - they open it up after hours for adults only.,MwmXm48K2g2oTRe7XmssFw,0,2012-06-01,tip
JwHq6slMU0_hi58EOgdrwg,$2 off general admission for military and family.,MwmXm48K2g2oTRe7XmssFw,0,2012-06-03,tip
eS6V4zze6XuDxzdIWx64gg,The Van Gogh Experience was awesome!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-12,tip
Gr1lt9fkjG1m3BnYMzJ5Vw,And I didn't get lost!!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-12,tip
rpa5wYCeXO2kvQ92KH_HvA,Flow w van Gogh!!!!! Exhibit closes n 3 days - get there!!!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-14,tip
ao7dIEejgkyN-FHMqbhk2Q,I'm soo glad I made it to the Van Gogh Exhibit. Loved it. Loved it. Loved it.,MwmXm48K2g2oTRe7XmssFw,0,2012-06-16,tip
EKUTzT9CK02SFYmxT_DaCA,Date night w/ Van Gogh!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-16,tip
4ozupHULqGyO42s3zNUzOQ,date night at the Science Center!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-16,tip
cRyNICH0mhjxagvSyVr60Q,Van Gogh live was pretty cool. Check it out if you've been thinking about it and are on the fence!,MwmXm48K2g2oTRe7XmssFw,0,2012-06-17,tip
s7mzp-06ewKOva3O3it8_Q,The wait in line for members to get in is ridiculous. See what the Phoenix zoo is doing and treat your members right.,MwmXm48K2g2oTRe7XmssFw,0,2012-07-03,tip
Gr1lt9fkjG1m3BnYMzJ5Vw,Math Alive Exhibit,MwmXm48K2g2oTRe7XmssFw,0,2012-07-09,tip
t2YBANsJYySOXvHyOjcZkQ,Math Alive exhibition is great!,MwmXm48K2g2oTRe7XmssFw,0,2012-07-13,tip
s7DNZCdyZFUza-KcbSRqWA,#SeaRex - Journey to a Prehistoric World. I love #ocean movies. #Therapeutic. #fb,MwmXm48K2g2oTRe7XmssFw,0,2012-07-28,tip
s7DNZCdyZFUza-KcbSRqWA,Planetarium and IMAX with Aiden! And its Fry's free weekend to boot.,MwmXm48K2g2oTRe7XmssFw,0,2012-08-11,tip
RPZMKoUrjGfyXedmpWaqSQ,"Thank you Frys, free day at the science center",MwmXm48K2g2oTRe7XmssFw,0,2012-08-11,tip
ceKoQX0_IJZ6Lr9-9LGcbA,"Wish I would have known it was a free day, I would not have come today.",MwmXm48K2g2oTRe7XmssFw,0,2012-08-12,tip
DOJM58OkGSsIdk2qCUZnLQ,Free day is busy day. Oy.,MwmXm48K2g2oTRe7XmssFw,0,2012-08-12,tip
5kJYTUtFUJT24dWNs6eW8w,wut? no wifi? no app? i should be able to buy admission and membership right when i walk in!,MwmXm48K2g2oTRe7XmssFw,0,2012-08-25,tip
s7DNZCdyZFUza-KcbSRqWA,"Got into math alive free today cause I'm a member. Math alive, born to be wild, and mars in the planetarium all for $12. Love this place!",MwmXm48K2g2oTRe7XmssFw,0,2012-09-02,tip
Ik0YoTcM_kt9FbjRpTkiyw,Super busy for Christmas break.,MwmXm48K2g2oTRe7XmssFw,0,2012-12-27,tip
VZLZVrjfbFF6uozw3QP2nA,Fun place for the kids,MwmXm48K2g2oTRe7XmssFw,0,2012-12-29,tip
nC4tvhMCa_-cxFyAiC7zYQ,Fun times with the kids!,MwmXm48K2g2oTRe7XmssFw,0,2013-04-13,tip
rAQG7AU26ggJfFWTHdN83w,Date day with Da Vinci!,MwmXm48K2g2oTRe7XmssFw,0,2013-05-11,tip
uqK3yvpg5Evk_XgzMW-lAw,The amazing work of Da Vinci.,MwmXm48K2g2oTRe7XmssFw,0,2013-05-12,tip
dMC5pB1A2APaB-MepItZEg,Very cool Da Vinci exhibition!,MwmXm48K2g2oTRe7XmssFw,0,2013-05-12,tip
HSZu19p4QWvXKC3tU_u4KA,Toddlers love it,MwmXm48K2g2oTRe7XmssFw,0,2013-06-08,tip
mYqYG5yxc8VI56JCkoNj8w,Tornado Alley!,MwmXm48K2g2oTRe7XmssFw,0,2013-06-09,tip
oSZ4fw1jUgF3D0fSiCHctg,Get all sciency in here!,MwmXm48K2g2oTRe7XmssFw,0,2013-06-16,tip
5KP9gNCMPMmz2WqbDxYRGw,This is a great place for families to have a membership! Also something to see and learn.,MwmXm48K2g2oTRe7XmssFw,0,2013-07-21,tip
x7MSzwgfV8K0wtcwV_77wg,Very cool place! Might want to buy your tickets in advance to save some time in line.,MwmXm48K2g2oTRe7XmssFw,0,2013-07-28,tip
UWGifx1AmsaNx527Lt9VKw,Remember to let out your inner child and have fun!,MwmXm48K2g2oTRe7XmssFw,0,2013-09-09,tip
AfhznyHy1OAhCXjzVYHv-w,"When it comes to activities for kids, this is one of the best.",MwmXm48K2g2oTRe7XmssFw,0,2013-11-12,tip
lBMCBwbAhfgb5oKqilA7CA,If you have a toddler best time to come is when school is in session and after 1pm. This place gets packed with school groups in the mornings.,MwmXm48K2g2oTRe7XmssFw,0,2013-12-31,tip
ru8p3RTlk8f9LB_3zLXURQ,This place is fantastic for all ages!,MwmXm48K2g2oTRe7XmssFw,0,2014-01-01,tip
TZZJ7xTK1svWmJSsFFw6bg,Cool science facts,MwmXm48K2g2oTRe7XmssFw,0,2014-02-08,tip
Y5deLwOuQQoQgjFv9m8Mhw,Don't forget to get your parking ticket validated to get 50% off parking fee. Your bracelet will also do so don't take them off prematurely.,MwmXm48K2g2oTRe7XmssFw,0,2014-02-11,tip
hKUZe8glgpCvixMO4jReSQ,Splash area is awesome,MwmXm48K2g2oTRe7XmssFw,0,2014-02-22,tip
ZWdsr06AvPgDzahZQ7hd2g,Lost Egypt!,MwmXm48K2g2oTRe7XmssFw,0,2014-06-01,tip
q-tAPQHiAOsdqWuX9vWxMg,Week days in summer are better than over crowded weekends,MwmXm48K2g2oTRe7XmssFw,0,2014-07-14,tip
Nl40L_TPoYRV82UwwD_vaw,Come on Sunday morning,MwmXm48K2g2oTRe7XmssFw,0,2014-07-20,tip
B0vAkXiMO4FJV2sM6tFGDw,Older toddlers will enjoy it more than younger ones.,MwmXm48K2g2oTRe7XmssFw,0,2014-08-17,tip
zoUqp-rKf-DdZGgPKn8Wyg,Lost Egypt exhibit ends sep 1st!,MwmXm48K2g2oTRe7XmssFw,0,2014-08-30,tip
a7IyNuzqjlZFVV7gOOyWpQ,AAA cardholders get $2 off asmission.,MwmXm48K2g2oTRe7XmssFw,0,2014-09-23,tip
KecADwywX4Q2MYzLaD0ClA,This place is definitely a family affair. Great for kids!,MwmXm48K2g2oTRe7XmssFw,0,2014-10-11,tip
AfhznyHy1OAhCXjzVYHv-w,Allow time to explore the multiple exhibits.,MwmXm48K2g2oTRe7XmssFw,0,2014-10-26,tip
nL4QufiB7bmRrP-oV14L4Q,Free admission for adults on First Fridays!  Their events page has some pretty cool stuff.,MwmXm48K2g2oTRe7XmssFw,0,2014-10-27,tip
7wt6kyFKolkhT2KT2guivQ,School groups are usually in the morning.  Less children in afternoons.,MwmXm48K2g2oTRe7XmssFw,0,2015-02-04,tip
